,AREA_NAME,CRIME_GROUP,YEAR,Arrests,Reports,Population,SqMile,Arrests_Per_SqMile,Arrests_Per_10k_Pop,Reports_Per_SqMile,Reports_Per_10k_Pop
7260,WEST VALLEY,Drunkeness,2017,66,0.0,196840,33.5,1.97,3.35,0.0,0.0
7261,WEST VALLEY,Drunkeness,2018,39,0.0,196840,33.5,1.16,1.98,0.0,0.0
7262,WEST VALLEY,Drunkeness,2019,33,0.0,196840,33.5,0.99,1.68,0.0,0.0
7263,WEST VALLEY,Drunkeness,2020,9,0.0,196840,33.5,0.27,0.46,0.0,0.0
7264,WEST VALLEY,Drunkeness,2021,15,0.0,196840,33.5,0.45,0.76,0.0,0.0
7265,WEST VALLEY,Drunkeness,2022,4,0.0,196840,33.5,0.12,0.2,0.0,0.0
7266,WEST VALLEY,Federal Offenses,2013,1,137.0,196840,33.5,0.03,0.05,4.09,6.96
7267,WEST VALLEY,Federal Offenses,2015,1,152.0,196840,33.5,0.03,0.05,4.54,7.72
7268,WEST VALLEY,Federal Offenses,2016,1,190.0,196840,33.5,0.03,0.05,5.67,9.65
7269,WEST VALLEY,Federal Offenses,2019,1,103.0,196840,33.5,0.03,0.05,3.07,5.23
7270,WEST VALLEY,Federal Offenses,2020,1,46.0,196840,33.5,0.03,0.05,1.37,2.34
7271,WEST VALLEY,Federal Offenses,2022,2,60.0,196840,33.5,0.06,0.1,1.79,3.05
7272,WEST VALLEY,Federal Offenses,2023,1,45.0,196840,33.5,0.03,0.05,1.34,2.29
7273,WEST VALLEY,Forgery/Counterfeit,2010,34,8.0,196840,33.5,1.01,1.73,0.24,0.41
7274,WEST VALLEY,Forgery/Counterfeit,2011,27,2.0,196840,33.5,0.81,1.37,0.06,0.1
7275,WEST VALLEY,Forgery/Counterfeit,2012,34,2.0,196840,33.5,1.01,1.73,0.06,0.1
7276,WEST VALLEY,Forgery/Counterfeit,2013,36,3.0,196840,33.5,1.07,1.83,0.09,0.15
7277,WEST VALLEY,Forgery/Counterfeit,2014,38,0.0,196840,33.5,1.13,1.93,0.0,0.0
7278,WEST VALLEY,Forgery/Counterfeit,2015,37,3.0,196840,33.5,1.1,1.88,0.09,0.15
7279,WEST VALLEY,Forgery/Counterfeit,2016,83,3.0,196840,33.5,2.48,4.22,0.09,0.15
7280,WEST VALLEY,Forgery/Counterfeit,2017,54,2.0,196840,33.5,1.61,2.74,0.06,0.1
7281,WEST VALLEY,Forgery/Counterfeit,2018,51,8.0,196840,33.5,1.52,2.59,0.24,0.41
7282,WEST VALLEY,Forgery/Counterfeit,2019,49,3.0,196840,33.5,1.46,2.49,0.09,0.15
7283,WEST VALLEY,Forgery/Counterfeit,2020,28,2.0,196840,33.5,0.84,1.42,0.06,0.1
7284,WEST VALLEY,Forgery/Counterfeit,2021,26,2.0,196840,33.5,0.78,1.32,0.06,0.1
7285,WEST VALLEY,Forgery/Counterfeit,2022,16,2.0,196840,33.5,0.48,0.81,0.06,0.1
7286,WEST VALLEY,Forgery/Counterfeit,2023,12,1.0,196840,33.5,0.36,0.61,0.03,0.05
7287,WEST VALLEY,Fraud/Embezzlement,2010,30,857.0,196840,33.5,0.9,1.52,25.58,43.54
7288,WEST VALLEY,Fraud/Embezzlement,2011,34,977.0,196840,33.5,1.01,1.73,29.16,49.63
7289,WEST VALLEY,Fraud/Embezzlement,2012,56,1013.0,196840,33.5,1.67,2.84,30.24,51.46
7290,WEST VALLEY,Fraud/Embezzlement,2013,50,969.0,196840,33.5,1.49,2.54,28.93,49.23
7291,WEST VALLEY,Fraud/Embezzlement,2014,58,934.0,196840,33.5,1.73,2.95,27.88,47.45
7292,WEST VALLEY,Fraud/Embezzlement,2015,74,1082.0,196840,33.5,2.21,3.76,32.3,54.97
7293,WEST VALLEY,Fraud/Embezzlement,2016,67,1096.0,196840,33.5,2.0,3.4,32.72,55.68
7294,WEST VALLEY,Fraud/Embezzlement,2017,107,1187.0,196840,33.5,3.19,5.44,35.43,60.3
7295,WEST VALLEY,Fraud/Embezzlement,2018,80,1009.0,196840,33.5,2.39,4.06,30.12,51.26
7296,WEST VALLEY,Fraud/Embezzlement,2019,63,893.0,196840,33.5,1.88,3.2,26.66,45.37
7297,WEST VALLEY,Fraud/Embezzlement,2020,46,700.0,196840,33.5,1.37,2.34,20.9,35.56
7298,WEST VALLEY,Fraud/Embezzlement,2021,67,871.0,196840,33.5,2.0,3.4,26.0,44.25
7299,WEST VALLEY,Fraud/Embezzlement,2022,28,1178.0,196840,33.5,0.84,1.42,35.16,59.85
7300,WEST VALLEY,Fraud/Embezzlement,2023,21,453.0,196840,33.5,0.63,1.07,13.52,23.01
7301,WEST VALLEY,Gambling,2010,26,0.0,196840,33.5,0.78,1.32,0.0,0.0
7302,WEST VALLEY,Gambling,2011,2,0.0,196840,33.5,0.06,0.1,0.0,0.0
7303,WEST VALLEY,Gambling,2012,1,0.0,196840,33.5,0.03,0.05,0.0,0.0
7304,WEST VALLEY,Gambling,2014,1,0.0,196840,33.5,0.03,0.05,0.0,0.0
7305,WEST VALLEY,Gambling,2015,9,0.0,196840,33.5,0.27,0.46,0.0,0.0
7306,WEST VALLEY,Gambling,2016,35,0.0,196840,33.5,1.04,1.78,0.0,0.0
7307,WEST VALLEY,Gambling,2018,31,0.0,196840,33.5,0.93,1.57,0.0,0.0
7308,WEST VALLEY,Gambling,2019,25,0.0,196840,33.5,0.75,1.27,0.0,0.0
7309,WEST VALLEY,Gambling,2020,48,0.0,196840,33.5,1.43,2.44,0.0,0.0
7310,WEST VALLEY,Gambling,2021,31,0.0,196840,33.5,0.93,1.57,0.0,0.0
7311,WEST VALLEY,Gambling,2022,2,0.0,196840,33.5,0.06,0.1,0.0,0.0
7312,WEST VALLEY,Gambling,2023,7,0.0,196840,33.5,0.21,0.36,0.0,0.0
7313,WEST VALLEY,Homicide,2010,4,3.0,196840,33.5,0.12,0.2,0.09,0.15
7314,WEST VALLEY,Homicide,2011,5,5.0,196840,33.5,0.15,0.25,0.15,0.25
7315,WEST VALLEY,Homicide,2012,5,4.0,196840,33.5,0.15,0.25,0.12,0.2
7316,WEST VALLEY,Homicide,2013,7,4.0,196840,33.5,0.21,0.36,0.12,0.2
7317,WEST VALLEY,Homicide,2014,3,4.0,196840,33.5,0.09,0.15,0.12,0.2
7318,WEST VALLEY,Homicide,2015,6,5.0,196840,33.5,0.18,0.3,0.15,0.25
7319,WEST VALLEY,Homicide,2016,5,5.0,196840,33.5,0.15,0.25,0.15,0.25
7320,WEST VALLEY,Homicide,2017,5,10.0,196840,33.5,0.15,0.25,0.3,0.51
7321,WEST VALLEY,Homicide,2018,10,6.0,196840,33.5,0.3,0.51,0.18,0.3
7322,WEST VALLEY,Homicide,2019,15,13.0,196840,33.5,0.45,0.76,0.39,0.66
7323,WEST VALLEY,Homicide,2020,6,9.0,196840,33.5,0.18,0.3,0.27,0.46
7324,WEST VALLEY,Homicide,2021,8,8.0,196840,33.5,0.24,0.41,0.24,0.41
7325,WEST VALLEY,Homicide,2022,10,7.0,196840,33.5,0.3,0.51,0.21,0.36
7326,WEST VALLEY,Homicide,2023,6,2.0,196840,33.5,0.18,0.3,0.06,0.1
7327,WEST VALLEY,Larceny,2010,233,2477.0,196840,33.5,6.96,11.84,73.94,125.84
7328,WEST VALLEY,Larceny,2011,247,2451.0,196840,33.5,7.37,12.55,73.16,124.52
7329,WEST VALLEY,Larceny,2012,232,2589.0,196840,33.5,6.93,11.79,77.28,131.53
7330,WEST VALLEY,Larceny,2013,161,2334.0,196840,33.5,4.81,8.18,69.67,118.57
7331,WEST VALLEY,Larceny,2014,146,2110.0,196840,33.5,4.36,7.42,62.99,107.19
7332,WEST VALLEY,Larceny,2015,198,2415.0,196840,33.5,5.91,10.06,72.09,122.69
7333,WEST VALLEY,Larceny,2016,235,2821.0,196840,33.5,7.01,11.94,84.21,143.31
7334,WEST VALLEY,Larceny,2017,220,2639.0,196840,33.5,6.57,11.18,78.78,134.07
7335,WEST VALLEY,Larceny,2018,160,2751.0,196840,33.5,4.78,8.13,82.12,139.76
7336,WEST VALLEY,Larceny,2019,139,2427.0,196840,33.5,4.15,7.06,72.45,123.3
7337,WEST VALLEY,Larceny,2020,66,2187.0,196840,33.5,1.97,3.35,65.28,111.11
7338,WEST VALLEY,Larceny,2021,50,2137.0,196840,33.5,1.49,2.54,63.79,108.57
7339,WEST VALLEY,Larceny,2022,91,2666.0,196840,33.5,2.72,4.62,79.58,135.44
7340,WEST VALLEY,Larceny,2023,51,1309.0,196840,33.5,1.52,2.59,39.07,66.5
7341,WEST VALLEY,Liquor Laws,2010,60,0.0,196840,33.5,1.79,3.05,0.0,0.0
7342,WEST VALLEY,Liquor Laws,2011,73,0.0,196840,33.5,2.18,3.71,0.0,0.0
7343,WEST VALLEY,Liquor Laws,2012,110,0.0,196840,33.5,3.28,5.59,0.0,0.0
7344,WEST VALLEY,Liquor Laws,2013,89,0.0,196840,33.5,2.66,4.52,0.0,0.0
7345,WEST VALLEY,Liquor Laws,2014,86,0.0,196840,33.5,2.57,4.37,0.0,0.0
7346,WEST VALLEY,Liquor Laws,2015,51,0.0,196840,33.5,1.52,2.59,0.0,0.0
7347,WEST VALLEY,Liquor Laws,2016,32,0.0,196840,33.5,0.96,1.63,0.0,0.0
7348,WEST VALLEY,Liquor Laws,2017,15,0.0,196840,33.5,0.45,0.76,0.0,0.0
7349,WEST VALLEY,Liquor Laws,2018,6,0.0,196840,33.5,0.18,0.3,0.0,0.0
7350,WEST VALLEY,Liquor Laws,2019,15,0.0,196840,33.5,0.45,0.76,0.0,0.0
7351,WEST VALLEY,Liquor Laws,2020,2,0.0,196840,33.5,0.06,0.1,0.0,0.0
7352,WEST VALLEY,Liquor Laws,2021,3,0.0,196840,33.5,0.09,0.15,0.0,0.0
7353,WEST VALLEY,Liquor Laws,2022,8,0.0,196840,33.5,0.24,0.41,0.0,0.0
7354,WEST VALLEY,Liquor Laws,2023,2,0.0,196840,33.5,0.06,0.1,0.0,0.0
7355,WEST VALLEY,Miscellaneous Other Violations,2010,932,1678.0,196840,33.5,27.82,47.35,50.09,85.25
7356,WEST VALLEY,Miscellaneous Other Violations,2011,898,1658.0,196840,33.5,26.81,45.62,49.49,84.23
7357,WEST VALLEY,Miscellaneous Other Violations,2012,896,1670.0,196840,33.5,26.75,45.52,49.85,84.84
7358,WEST VALLEY,Miscellaneous Other Violations,2013,814,1519.0,196840,33.5,24.3,41.35,45.34,77.17
7359,WEST VALLEY,Miscellaneous Other Violations,2014,679,1397.0,196840,33.5,20.27,34.5,41.7,70.97
7360,WEST VALLEY,Miscellaneous Other Violations,2015,581,1449.0,196840,33.5,17.34,29.52,43.25,73.61
7361,WEST VALLEY,Miscellaneous Other Violations,2016,556,1570.0,196840,33.5,16.6,28.25,46.87,79.76
7362,WEST VALLEY,Miscellaneous Other Violations,2017,503,1612.0,196840,33.5,15.01,25.55,48.12,81.89
7363,WEST VALLEY,Miscellaneous Other Violations,2018,492,1483.0,196840,33.5,14.69,24.99,44.27,75.34
7364,WEST VALLEY,Miscellaneous Other Violations,2019,442,1396.0,196840,33.5,13.19,22.45,41.67,70.92
7365,WEST VALLEY,Miscellaneous Other Violations,2020,335,1363.0,196840,33.5,10.0,17.02,40.69,69.24
7366,WEST VALLEY,Miscellaneous Other Violations,2021,249,1490.0,196840,33.5,7.43,12.65,44.48,75.7
7367,WEST VALLEY,Miscellaneous Other Violations,2022,269,1570.0,196840,33.5,8.03,13.67,46.87,79.76
7368,WEST VALLEY,Miscellaneous Other Violations,2023,156,882.0,196840,33.5,4.66,7.93,26.33,44.81
7369,WEST VALLEY,Moving Traffic Violations,2010,245,1.0,196840,33.5,7.31,12.45,0.03,0.05
7370,WEST VALLEY,Moving Traffic Violations,2011,283,0.0,196840,33.5,8.45,14.38,0.0,0.0
7371,WEST VALLEY,Moving Traffic Violations,2012,257,2.0,196840,33.5,7.67,13.06,0.06,0.1
7372,WEST VALLEY,Moving Traffic Violations,2013,218,1.0,196840,33.5,6.51,11.07,0.03,0.05
7373,WEST VALLEY,Moving Traffic Violations,2014,263,0.0,196840,33.5,7.85,13.36,0.0,0.0
7374,WEST VALLEY,Moving Traffic Violations,2015,258,0.0,196840,33.5,7.7,13.11,0.0,0.0
7375,WEST VALLEY,Moving Traffic Violations,2016,155,2.0,196840,33.5,4.63,7.87,0.06,0.1
7376,WEST VALLEY,Moving Traffic Violations,2017,181,2.0,196840,33.5,5.4,9.2,0.06,0.1
7377,WEST VALLEY,Moving Traffic Violations,2018,172,2.0,196840,33.5,5.13,8.74,0.06,0.1
7378,WEST VALLEY,Moving Traffic Violations,2019,110,3.0,196840,33.5,3.28,5.59,0.09,0.15
7379,WEST VALLEY,Moving Traffic Violations,2020,61,10.0,196840,33.5,1.82,3.1,0.3,0.51
7380,WEST VALLEY,Moving Traffic Violations,2021,74,19.0,196840,33.5,2.21,3.76,0.57,0.97
7381,WEST VALLEY,Moving Traffic Violations,2022,49,8.0,196840,33.5,1.46,2.49,0.24,0.41
7382,WEST VALLEY,Moving Traffic Violations,2023,25,8.0,196840,33.5,0.75,1.27,0.24,0.41
7383,WEST VALLEY,Narcotic Drug Laws,2010,555,0.0,196840,33.5,16.57,28.2,0.0,0.0
7384,WEST VALLEY,Narcotic Drug Laws,2011,645,0.0,196840,33.5,19.25,32.77,0.0,0.0
7385,WEST VALLEY,Narcotic Drug Laws,2012,720,0.0,196840,33.5,21.49,36.58,0.0,0.0
7386,WEST VALLEY,Narcotic Drug Laws,2013,680,0.0,196840,33.5,20.3,34.55,0.0,0.0
7387,WEST VALLEY,Narcotic Drug Laws,2014,820,0.0,196840,33.5,24.48,41.66,0.0,0.0
7388,WEST VALLEY,Narcotic Drug Laws,2015,563,0.0,196840,33.5,16.81,28.6,0.0,0.0
7389,WEST VALLEY,Narcotic Drug Laws,2016,549,0.0,196840,33.5,16.39,27.89,0.0,0.0
7390,WEST VALLEY,Narcotic Drug Laws,2017,534,0.0,196840,33.5,15.94,27.13,0.0,0.0
7391,WEST VALLEY,Narcotic Drug Laws,2018,628,0.0,196840,33.5,18.75,31.9,0.0,0.0
7392,WEST VALLEY,Narcotic Drug Laws,2019,504,0.0,196840,33.5,15.04,25.6,0.0,0.0
7393,WEST VALLEY,Narcotic Drug Laws,2020,322,0.0,196840,33.5,9.61,16.36,0.0,0.0
7394,WEST VALLEY,Narcotic Drug Laws,2021,315,1.0,196840,33.5,9.4,16.0,0.03,0.05
7395,WEST VALLEY,Narcotic Drug Laws,2022,228,0.0,196840,33.5,6.81,11.58,0.0,0.0
7396,WEST VALLEY,Narcotic Drug Laws,2023,91,0.0,196840,33.5,2.72,4.62,0.0,0.0
7397,WEST VALLEY,Non-Criminal Detention,2010,30,0.0,196840,33.5,0.9,1.52,0.0,0.0
7398,WEST VALLEY,Non-Criminal Detention,2011,37,0.0,196840,33.5,1.1,1.88,0.0,0.0
7399,WEST VALLEY,Non-Criminal Detention,2012,22,0.0,196840,33.5,0.66,1.12,0.0,0.0
7400,WEST VALLEY,Non-Criminal Detention,2013,35,0.0,196840,33.5,1.04,1.78,0.0,0.0
7401,WEST VALLEY,Non-Criminal Detention,2014,17,0.0,196840,33.5,0.51,0.86,0.0,0.0
7402,WEST VALLEY,Non-Criminal Detention,2015,7,0.0,196840,33.5,0.21,0.36,0.0,0.0
7403,WEST VALLEY,Non-Criminal Detention,2016,4,0.0,196840,33.5,0.12,0.2,0.0,0.0
7404,WEST VALLEY,Non-Criminal Detention,2017,4,0.0,196840,33.5,0.12,0.2,0.0,0.0
7405,WEST VALLEY,Non-Criminal Detention,2018,3,0.0,196840,33.5,0.09,0.15,0.0,0.0
7406,WEST VALLEY,Non-Criminal Detention,2019,5,0.0,196840,33.5,0.15,0.25,0.0,0.0
7407,WEST VALLEY,Non-Criminal Detention,2020,5,0.0,196840,33.5,0.15,0.25,0.0,0.0
7408,WEST VALLEY,Non-Criminal Detention,2021,14,0.0,196840,33.5,0.42,0.71,0.0,0.0
7409,WEST VALLEY,Non-Criminal Detention,2022,16,0.0,196840,33.5,0.48,0.81,0.0,0.0
7410,WEST VALLEY,Non-Criminal Detention,2023,3,0.0,196840,33.5,0.09,0.15,0.0,0.0
7411,WEST VALLEY,Other Assaults,2010,197,1236.0,196840,33.5,5.88,10.01,36.9,62.79
7412,WEST VALLEY,Other Assaults,2011,152,1119.0,196840,33.5,4.54,7.72,33.4,56.85
7413,WEST VALLEY,Other Assaults,2012,181,1121.0,196840,33.5,5.4,9.2,33.46,56.95
7414,WEST VALLEY,Other Assaults,2013,171,1032.0,196840,33.5,5.1,8.69,30.81,52.43
7415,WEST VALLEY,Other Assaults,2014,174,1001.0,196840,33.5,5.19,8.84,29.88,50.85
7416,WEST VALLEY,Other Assaults,2015,165,1024.0,196840,33.5,4.93,8.38,30.57,52.02
7417,WEST VALLEY,Other Assaults,2016,214,1062.0,196840,33.5,6.39,10.87,31.7,53.95
7418,WEST VALLEY,Other Assaults,2017,226,1125.0,196840,33.5,6.75,11.48,33.58,57.15
7419,WEST VALLEY,Other Assaults,2018,276,1190.0,196840,33.5,8.24,14.02,35.52,60.46
7420,WEST VALLEY,Other Assaults,2019,258,1147.0,196840,33.5,7.7,13.11,34.24,58.27
7421,WEST VALLEY,Other Assaults,2020,195,1070.0,196840,33.5,5.82,9.91,31.94,54.36
7422,WEST VALLEY,Other Assaults,2021,190,1093.0,196840,33.5,5.67,9.65,32.63,55.53
7423,WEST VALLEY,Other Assaults,2022,228,1264.0,196840,33.5,6.81,11.58,37.73,64.21
7424,WEST VALLEY,Other Assaults,2023,158,717.0,196840,33.5,4.72,8.03,21.4,36.43
7425,WEST VALLEY,Pre-Delinquency,2010,274,0.0,196840,33.5,8.18,13.92,0.0,0.0
7426,WEST VALLEY,Pre-Delinquency,2011,70,0.0,196840,33.5,2.09,3.56,0.0,0.0
7427,WEST VALLEY,Pre-Delinquency,2012,246,0.0,196840,33.5,7.34,12.5,0.0,0.0
7428,WEST VALLEY,Pre-Delinquency,2013,84,0.0,196840,33.5,2.51,4.27,0.0,0.0
7429,WEST VALLEY,Pre-Delinquency,2014,70,0.0,196840,33.5,2.09,3.56,0.0,0.0
7430,WEST VALLEY,Pre-Delinquency,2015,28,0.0,196840,33.5,0.84,1.42,0.0,0.0
7431,WEST VALLEY,Pre-Delinquency,2016,28,0.0,196840,33.5,0.84,1.42,0.0,0.0
7432,WEST VALLEY,Pre-Delinquency,2017,63,0.0,196840,33.5,1.88,3.2,0.0,0.0
7433,WEST VALLEY,Pre-Delinquency,2018,4,0.0,196840,33.5,0.12,0.2,0.0,0.0
7434,WEST VALLEY,Pre-Delinquency,2019,2,0.0,196840,33.5,0.06,0.1,0.0,0.0
7435,WEST VALLEY,Pre-Delinquency,2022,1,0.0,196840,33.5,0.03,0.05,0.0,0.0
7436,WEST VALLEY,Prostitution/Allied,2010,23,2.0,196840,33.5,0.69,1.17,0.06,0.1
7437,WEST VALLEY,Prostitution/Allied,2011,14,0.0,196840,33.5,0.42,0.71,0.0,0.0
7438,WEST VALLEY,Prostitution/Allied,2012,22,0.0,196840,33.5,0.66,1.12,0.0,0.0
7439,WEST VALLEY,Prostitution/Allied,2013,76,3.0,196840,33.5,2.27,3.86,0.09,0.15
7440,WEST VALLEY,Prostitution/Allied,2014,44,2.0,196840,33.5,1.31,2.24,0.06,0.1
7441,WEST VALLEY,Prostitution/Allied,2015,77,0.0,196840,33.5,2.3,3.91,0.0,0.0
7442,WEST VALLEY,Prostitution/Allied,2016,47,0.0,196840,33.5,1.4,2.39,0.0,0.0
7443,WEST VALLEY,Prostitution/Allied,2017,63,1.0,196840,33.5,1.88,3.2,0.03,0.05
7444,WEST VALLEY,Prostitution/Allied,2018,33,0.0,196840,33.5,0.99,1.68,0.0,0.0
7445,WEST VALLEY,Prostitution/Allied,2019,17,0.0,196840,33.5,0.51,0.86,0.0,0.0
7446,WEST VALLEY,Prostitution/Allied,2020,7,0.0,196840,33.5,0.21,0.36,0.0,0.0
7447,WEST VALLEY,Prostitution/Allied,2021,14,0.0,196840,33.5,0.42,0.71,0.0,0.0
7448,WEST VALLEY,Prostitution/Allied,2022,15,1.0,196840,33.5,0.45,0.76,0.03,0.05
7449,WEST VALLEY,Prostitution/Allied,2023,10,0.0,196840,33.5,0.3,0.51,0.0,0.0
7450,WEST VALLEY,Rape,2010,6,39.0,196840,33.5,0.18,0.3,1.16,1.98
7451,WEST VALLEY,Rape,2011,5,34.0,196840,33.5,0.15,0.25,1.01,1.73
7452,WEST VALLEY,Rape,2012,11,37.0,196840,33.5,0.33,0.56,1.1,1.88
7453,WEST VALLEY,Rape,2013,8,46.0,196840,33.5,0.24,0.41,1.37,2.34
7454,WEST VALLEY,Rape,2014,7,41.0,196840,33.5,0.21,0.36,1.22,2.08
7455,WEST VALLEY,Rape,2015,10,48.0,196840,33.5,0.3,0.51,1.43,2.44
7456,WEST VALLEY,Rape,2016,11,44.0,196840,33.5,0.33,0.56,1.31,2.24
7457,WEST VALLEY,Rape,2017,15,57.0,196840,33.5,0.45,0.76,1.7,2.9
7458,WEST VALLEY,Rape,2018,17,56.0,196840,33.5,0.51,0.86,1.67,2.84
7459,WEST VALLEY,Rape,2019,16,40.0,196840,33.5,0.48,0.81,1.19,2.03
7460,WEST VALLEY,Rape,2020,13,47.0,196840,33.5,0.39,0.66,1.4,2.39
7461,WEST VALLEY,Rape,2021,15,36.0,196840,33.5,0.45,0.76,1.07,1.83
7462,WEST VALLEY,Rape,2022,14,36.0,196840,33.5,0.42,0.71,1.07,1.83
7463,WEST VALLEY,Rape,2023,4,20.0,196840,33.5,0.12,0.2,0.6,1.02
7464,WEST VALLEY,Receive Stolen Property,2010,50,0.0,196840,33.5,1.49,2.54,0.0,0.0
7465,WEST VALLEY,Receive Stolen Property,2011,33,0.0,196840,33.5,0.99,1.68,0.0,0.0
7466,WEST VALLEY,Receive Stolen Property,2012,32,0.0,196840,33.5,0.96,1.63,0.0,0.0
7467,WEST VALLEY,Receive Stolen Property,2013,23,0.0,196840,33.5,0.69,1.17,0.0,0.0
7468,WEST VALLEY,Receive Stolen Property,2014,32,0.0,196840,33.5,0.96,1.63,0.0,0.0
7469,WEST VALLEY,Receive Stolen Property,2015,32,0.0,196840,33.5,0.96,1.63,0.0,0.0
7470,WEST VALLEY,Receive Stolen Property,2016,35,0.0,196840,33.5,1.04,1.78,0.0,0.0
7471,WEST VALLEY,Receive Stolen Property,2017,23,0.0,196840,33.5,0.69,1.17,0.0,0.0
7472,WEST VALLEY,Receive Stolen Property,2018,16,0.0,196840,33.5,0.48,0.81,0.0,0.0
7473,WEST VALLEY,Receive Stolen Property,2019,11,0.0,196840,33.5,0.33,0.56,0.0,0.0
7474,WEST VALLEY,Receive Stolen Property,2020,12,0.0,196840,33.5,0.36,0.61,0.0,0.0
7475,WEST VALLEY,Receive Stolen Property,2021,17,0.0,196840,33.5,0.51,0.86,0.0,0.0
7476,WEST VALLEY,Receive Stolen Property,2022,21,0.0,196840,33.5,0.63,1.07,0.0,0.0
7477,WEST VALLEY,Receive Stolen Property,2023,10,0.0,196840,33.5,0.3,0.51,0.0,0.0
7478,WEST VALLEY,Robbery,2010,85,286.0,196840,33.5,2.54,4.32,8.54,14.53
7479,WEST VALLEY,Robbery,2011,56,218.0,196840,33.5,1.67,2.84,6.51,11.07
7480,WEST VALLEY,Robbery,2012,40,206.0,196840,33.5,1.19,2.03,6.15,10.47
7481,WEST VALLEY,Robbery,2013,51,191.0,196840,33.5,1.52,2.59,5.7,9.7
7482,WEST VALLEY,Robbery,2014,57,205.0,196840,33.5,1.7,2.9,6.12,10.41
7483,WEST VALLEY,Robbery,2015,46,209.0,196840,33.5,1.37,2.34,6.24,10.62
7484,WEST VALLEY,Robbery,2016,83,276.0,196840,33.5,2.48,4.22,8.24,14.02
7485,WEST VALLEY,Robbery,2017,67,274.0,196840,33.5,2.0,3.4,8.18,13.92
7486,WEST VALLEY,Robbery,2018,67,287.0,196840,33.5,2.0,3.4,8.57,14.58
7487,WEST VALLEY,Robbery,2019,83,282.0,196840,33.5,2.48,4.22,8.42,14.33
7488,WEST VALLEY,Robbery,2020,72,223.0,196840,33.5,2.15,3.66,6.66,11.33
7489,WEST VALLEY,Robbery,2021,71,217.0,196840,33.5,2.12,3.61,6.48,11.02
7490,WEST VALLEY,Robbery,2022,76,303.0,196840,33.5,2.27,3.86,9.04,15.39
7491,WEST VALLEY,Robbery,2023,48,136.0,196840,33.5,1.43,2.44,4.06,6.91
7492,WEST VALLEY,Sex (except rape/prst),2010,26,345.0,196840,33.5,0.78,1.32,10.3,17.53
7493,WEST VALLEY,Sex (except rape/prst),2011,35,297.0,196840,33.5,1.04,1.78,8.87,15.09
7494,WEST VALLEY,Sex (except rape/prst),2012,35,308.0,196840,33.5,1.04,1.78,9.19,15.65
7495,WEST VALLEY,Sex (except rape/prst),2013,80,257.0,196840,33.5,2.39,4.06,7.67,13.06
7496,WEST VALLEY,Sex (except rape/prst),2014,44,233.0,196840,33.5,1.31,2.24,6.96,11.84
7497,WEST VALLEY,Sex (except rape/prst),2015,26,222.0,196840,33.5,0.78,1.32,6.63,11.28
7498,WEST VALLEY,Sex (except rape/prst),2016,37,269.0,196840,33.5,1.1,1.88,8.03,13.67
7499,WEST VALLEY,Sex (except rape/prst),2017,37,282.0,196840,33.5,1.1,1.88,8.42,14.33
7500,WEST VALLEY,Sex (except rape/prst),2018,34,315.0,196840,33.5,1.01,1.73,9.4,16.0
7501,WEST VALLEY,Sex (except rape/prst),2019,24,285.0,196840,33.5,0.72,1.22,8.51,14.48
7502,WEST VALLEY,Sex (except rape/prst),2020,22,230.0,196840,33.5,0.66,1.12,6.87,11.68
7503,WEST VALLEY,Sex (except rape/prst),2021,17,224.0,196840,33.5,0.51,0.86,6.69,11.38
7504,WEST VALLEY,Sex (except rape/prst),2022,15,224.0,196840,33.5,0.45,0.76,6.69,11.38
7505,WEST VALLEY,Sex (except rape/prst),2023,6,92.0,196840,33.5,0.18,0.3,2.75,4.67
7506,WEST VALLEY,Unknown,2010,298,0.0,196840,33.5,8.9,15.14,0.0,0.0
7507,WEST VALLEY,Unknown,2011,213,0.0,196840,33.5,6.36,10.82,0.0,0.0
7508,WEST VALLEY,Unknown,2012,265,0.0,196840,33.5,7.91,13.46,0.0,0.0
7509,WEST VALLEY,Unknown,2013,185,0.0,196840,33.5,5.52,9.4,0.0,0.0
7510,WEST VALLEY,Unknown,2014,143,0.0,196840,33.5,4.27,7.26,0.0,0.0
7511,WEST VALLEY,Unknown,2015,178,0.0,196840,33.5,5.31,9.04,0.0,0.0
7512,WEST VALLEY,Unknown,2016,102,0.0,196840,33.5,3.04,5.18,0.0,0.0
7513,WEST VALLEY,Unknown,2017,152,0.0,196840,33.5,4.54,7.72,0.0,0.0
7514,WEST VALLEY,Unknown,2018,96,0.0,196840,33.5,2.87,4.88,0.0,0.0
7515,WEST VALLEY,Unknown,2019,108,0.0,196840,33.5,3.22,5.49,0.0,0.0
7516,WEST VALLEY,Unknown,2020,93,0.0,196840,33.5,2.78,4.72,0.0,0.0
7517,WEST VALLEY,Unknown,2021,87,0.0,196840,33.5,2.6,4.42,0.0,0.0
7518,WEST VALLEY,Unknown,2022,109,0.0,196840,33.5,3.25,5.54,0.0,0.0
7519,WEST VALLEY,Unknown,2023,56,0.0,196840,33.5,1.67,2.84,0.0,0.0
7520,WEST VALLEY,Vehicle Theft,2010,66,576.0,196840,33.5,1.97,3.35,17.19,29.26
7521,WEST VALLEY,Vehicle Theft,2011,52,522.0,196840,33.5,1.55,2.64,15.58,26.52
7522,WEST VALLEY,Vehicle Theft,2012,72,514.0,196840,33.5,2.15,3.66,15.34,26.11
